Education,Marital_Status,Income,Dt_Customer,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Age,Total_Children,Total_Spending,Total_Purchases,Tenure_Days,TotalAcceptedCmp,WebPurchaseRatio,StorePurchaseRatio
3,5,71499.0,2013-06-25,12,2,8,3,13,4,54,1,779.5,24,4399,0,0.3333333333333333,0.5416666666666666
0,3,62466.0,2014-01-15,13,5,6,3,12,4,55,1,753.5,21,4195,0,0.2857142857142857,0.5714285714285714
4,2,48799.0,2013-11-05,9,3,3,2,7,3,62,1,331.0,12,4266,0,0.25,0.5833333333333334
4,5,52157.0,2014-06-07,48,2,3,2,5,4,75,1,265.0,10,4052,0,0.3,0.5
2,4,66565.0,2012-12-05,80,4,4,2,9,8,63,1,1065.0,15,4601,0,0.26666666666666666,0.6
3,5,29298.0,2013-09-07,60,1,1,0,2,5,74,2,11.0,3,4325,0,0.3333333333333333,0.6666666666666666
2,4,47691.0,2013-07-05,43,1,1,0,2,6,46,1,21.0,3,4389,0,0.3333333333333333,0.6666666666666666
2,5,38200.0,2012-12-07,19,1,1,0,2,7,55,2,17.0,3,4599,0,0.3333333333333333,0.6666666666666666
2,3,44989.0,2012-09-12,26,5,5,1,5,6,51,1,369.0,11,4685,0,0.45454545454545453,0.45454545454545453
4,3,38443.0,2014-01-27,58,2,1,0,3,7,57,2,38.0,4,4183,0,0.25,0.75
0,4,38593.0,2013-09-13,42,3,4,1,3,8,47,1,177.0,8,4319,0,0.5,0.375
4,5,64413.0,2013-08-01,27,1,5,1,5,5,55,1,279.0,11,4362,0,0.45454545454545453,0.45454545454545453
3,3,36959.0,2013-10-02,56,2,2,0,3,8,44,1,62.0,5,4300,0,0.4,0.6
4,3,61996.0,2013-01-31,27,3,6,4,8,5,48,1,1230.0,18,4544,0,0.3333333333333333,0.4444444444444444
2,3,51287.0,2014-04-01,10,3,4,1,3,7,57,2,182.0,8,4119,0,0.5,0.375
2,3,13260.0,2013-08-23,48,4,3,0,3,8,55,2,49.0,6,4340,0,0.5,0.5
4,5,47472.0,2013-09-16,39,2,2,0,4,5,59,2,75.0,6,4316,0,0.3333333333333333,0.6666666666666666
3,5,54603.0,2013-07-09,85,6,4,2,4,7,69,2,227.0,10,4385,0,0.4,0.4
4,3,45207.0,2012-11-10,64,5,3,1,6,6,51,2,215.0,10,4626,0,0.3,0.6
2,5,40689.0,2013-03-18,69,6,7,1,5,8,74,1,444.0,13,4498,0,0.5384615384615384,0.38461538461538464
0,5,47821.0,2013-10-20,54,1,1,0,3,8,58,2,47.0,4,4282,0,0.25,0.75
3,3,27450.0,2013-04-15,57,1,2,1,3,7,74,0,143.0,6,4470,0,0.3333333333333333,0.5
2,5,39453.0,2014-04-03,64,2,2,0,3,6,42,1,55.0,5,4117,0,0.4,0.6
0,5,26850.0,2014-04-18,10,4,2,1,4,4,54,2,63.0,7,4102,0,0.2857142857142857,0.5714285714285714
2,6,79800.0,2012-09-23,65,1,5,10,5,3,70,0,1769.5,20,4674,0,0.25,0.25
3,3,61794.0,2013-09-14,74,2,4,4,10,2,64,1,611.0,18,4318,0,0.2222222222222222,0.5555555555555556
2,5,53863.0,2014-05-17,4,3,7,1,7,7,70,1,473.0,15,4073,0,0.4666666666666667,0.4666666666666667
2,5,24221.0,2013-08-20,94,1,1,1,3,4,66,0,55.0,5,4343,0,0.2,0.6
4,4,39684.0,2012-10-12,41,2,2,1,2,7,41,1,81.0,5,4655,0,0.4,0.4
3,3,92163.0,2012-12-12,25,0,5,10,5,2,50,0,1661.0,20,4594,0,0.25,0.25
3,4,69882.0,2013-11-10,94,1,3,7,9,1,60,0,1257.0,19,4261,0,0.15789473684210525,0.47368421052631576
2,5,33178.0,2014-01-30,9,1,1,0,3,4,48,1,49.0,4,4180,0,0.25,0.75
4,3,59973.0,2013-09-11,47,1,3,4,7,1,53,0,382.0,14,4321,0,0.21428571428571427,0.5
3,5,17459.0,2013-09-19,12,3,3,1,2,7,50,1,69.0,6,4313,0,0.5,0.3333333333333333
2,2,23910.0,2012-10-26,80,1,2,0,3,7,56,1,67.0,5,4641,0,0.4,0.6
3,3,42169.0,2013-10-19,20,2,1,0,3,8,56,2,30.0,4,4283,0,0.25,0.75
0,3,26224.0,2013-06-04,39,3,2,1,3,6,47,1,63.0,6,4420,0,0.3333333333333333,0.5
2,5,31089.0,2012-08-17,57,3,3,0,4,8,44,1,79.0,7,4711,0,0.42857142857142855,0.5714285714285714
2,4,30081.0,2013-02-21,27,1,1,0,3,7,64,1,42.0,4,4523,0,0.25,0.75
2,5,62807.0,2012-08-31,83,3,5,3,12,5,65,1,819.0,20,4697,0,0.25,0.6
2,4,72906.0,2013-09-17,79,1,3,4,9,1,70,0,1151.0,16,4315,0,0.1875,0.5625
4,3,61467.0,2012-12-09,69,3,5,2,10,5,77,2,594.0,17,4597,0,0.29411764705882354,0.5882352941176471
3,5,49618.0,2013-01-26,77,4,3,1,3,7,59,2,129.0,7,4549,0,0.42857142857142855,0.42857142857142855
3,4,21888.0,2012-12-29,15,4,5,1,2,10,39,1,213.0,8,4577,0,0.625,0.25
2,6,42429.0,2014-02-11,99,2,1,1,3,5,52,1,67.0,5,4168,0,0.2,0.6
2,2,26150.0,2013-03-11,61,1,1,0,3,7,69,3,28.0,4,4505,0,0.25,0.75
1,3,30801.0,2012-10-26,23,2,1,0,3,7,50,1,45.0,4,4641,0,0.25,0.75
2,3,81168.0,2014-05-07,84,1,6,4,7,3,60,0,1130.5,17,4083,0,0.35294117647058826,0.4117647058823529
3,4,26877.0,2013-08-19,74,2,3,1,6,6,56,0,268.0,10,4344,0,0.3,0.6
3,6,45006.0,2013-07-18,90,1,3,1,7,3,81,0,266.0,11,4376,0,0.2727272727272727,0.6363636363636364
1,3,18978.0,2012-12-11,41,1,1,0,3,8,52,1,37.0,4,4595,0,0.25,0.75
2,3,22574.0,2013-10-28,28,2,2,0,3,7,58,3,37.0,5,4274,0,0.4,0.6
4,4,48240.0,2012-11-09,73,3,6,3,13,5,56,0,872.0,22,4627,0,0.2727272727272727,0.5909090909090909
2,3,45837.0,2013-07-26,88,5,6,2,5,7,51,2,373.0,13,4368,0,0.46153846153846156,0.38461538461538464
3,4,35791.0,2013-05-06,94,2,1,0,3,8,60,3,35.0,4,4449,0,0.25,0.75
4,5,117416.25,2013-06-03,31,0,0,0,1,1,49,2,107.0,1,4421,0,0.0,1.0
2,6,54162.0,2013-03-18,31,1,1,0,3,4,47,2,42.0,4,4498,0,0.25,0.75
3,3,30522.0,2012-08-17,6,5,1,2,9,2,65,1,326.0,12,4711,0,0.08333333333333333,0.75
4,3,54456.0,2013-07-11,23,3,6,1,7,6,64,1,404.0,14,4383,0,0.42857142857142855,0.5
2,4,31632.0,2013-07-14,92,1,2,1,2,7,54,0,95.0,5,4380,0,0.4,0.4
2,6,72298.0,2014-03-10,52,1,4,3,6,1,76,0,939.0,13,4141,0,0.3076923076923077,0.46153846153846156
0,4,36975.0,2013-12-28,50,1,1,0,3,7,47,1,33.0,4,4213,0,0.25,0.75
0,3,72635.0,2013-06-03,54,1,6,8,6,3,70,0,981.0,20,4421,0,0.3,0.3
2,3,13624.0,2013-01-20,93,2,2,0,3,6,49,1,36.0,5,4555,0,0.4,0.6
2,4,84196.0,2013-06-03,56,1,8,4,7,3,50,1,1063.0,19,4421,0,0.42105263157894735,0.3684210526315789
2,5,70971.0,2012-09-21,28,6,11,10,5,7,65,1,1765.0,26,4676,0,0.4230769230769231,0.19230769230769232
4,2,34487.0,2012-09-06,94,3,3,0,3,9,48,2,103.0,6,4691,0,0.5,0.5
2,4,28769.0,2012-12-18,76,3,4,1,4,9,48,1,191.0,9,4588,0,0.4444444444444444,0.4444444444444444
4,3,69084.0,2013-11-19,43,2,7,3,13,8,55,1,1560.0,23,4252,0,0.30434782608695654,0.5652173913043478
4,5,65488.0,2014-06-13,46,1,3,4,6,1,67,0,963.0,13,4046,0,0.23076923076923078,0.46153846153846156
0,3,62466.0,2014-01-15,13,5,6,3,12,4,55,1,753.5,21,4195,0,0.2857142857142857,0.5714285714285714
0,4,32218.0,2014-02-15,27,1,2,1,3,7,65,0,93.0,6,4164,0,0.3333333333333333,0.5
2,4,83917.0,2013-04-18,12,1,6,7,7,3,52,0,1294.0,20,4467,0,0.3,0.35
2,2,46102.0,2014-03-10,3,1,1,0,2,7,63,3,16.0,3,4141,0,0.3333333333333333,0.6666666666666666
2,4,84574.0,2013-06-04,72,1,9,10,11,5,73,0,1181.5,30,4420,0,0.3,0.36666666666666664
2,3,56181.0,2013-01-08,6,1,4,2,7,4,63,1,371.0,13,4567,0,0.3076923076923077,0.5384615384615384
3,2,63120.0,2012-09-28,53,5,8,4,9,7,75,1,1477.0,21,4669,0,0.38095238095238093,0.42857142857142855
2,3,73691.0,2013-11-06,58,2,6,2,8,2,54,1,1179.0,16,4265,0,0.375,0.5
2,5,63381.0,2012-10-05,78,4,4,5,13,2,65,1,972.5,22,4662,0,0.18181818181818182,0.5909090909090909
4,5,76140.0,2014-05-13,57,1,5,9,6,2,77,0,1251.0,20,4077,0,0.25,0.3
4,2,62859.0,2012-12-30,37,4,9,4,6,6,66,1,1299.0,19,4576,0,0.47368421052631576,0.3157894736842105
2,4,45906.0,2013-05-07,20,2,5,4,4,5,61,1,468.5,13,4448,0,0.38461538461538464,0.3076923076923077
3,5,77632.0,2013-03-10,73,1,4,2,6,2,78,0,2005.5,12,4506,0,0.3333333333333333,0.5
4,3,46463.0,2013-08-18,56,6,3,1,6,6,54,2,235.0,10,4345,0,0.3,0.6
2,5,105471.0,2013-01-21,36,0,9,8,13,3,55,0,1462.0,30,4554,0,0.3,0.43333333333333335
3,2,55282.0,2013-12-13,9,1,3,1,6,4,55,1,235.0,10,4228,0,0.3,0.6
3,3,78710.0,2014-05-23,42,3,7,6,12,4,48,1,1092.0,25,4067,0,0.28,0.48
2,5,66886.0,2013-09-16,28,2,7,1,7,5,67,1,579.5,15,4316,0,0.4666666666666667,0.4666666666666667
3,4,98777.0,2014-02-17,23,0,4,6,9,1,65,0,1814.5,19,4162,0,0.21052631578947367,0.47368421052631576
2,5,29103.0,2012-08-27,38,2,1,0,3,9,40,1,48.0,4,4701,0,0.25,0.75
2,3,67445.0,2012-08-12,63,5,9,6,12,6,51,1,1174.0,27,4716,0,0.3333333333333333,0.4444444444444444
4,5,50616.0,2014-04-13,71,1,1,1,4,2,75,1,67.0,6,4107,0,0.16666666666666666,0.6666666666666666
2,2,49431.0,2012-08-03,9,2,7,1,5,8,70,1,365.0,13,4725,0,0.5384615384615384,0.38461538461538464
2,2,117416.25,2014-02-07,81,0,0,0,0,0,50,0,6.0,0,4172,0,0.0,0.0
2,5,61278.0,2014-01-04,87,2,3,1,4,6,72,1,165.0,8,4206,0,0.375,0.5
0,5,26490.0,2012-09-22,92,2,3,1,5,6,67,0,210.0,9,4675,0,0.3333333333333333,0.5555555555555556
4,5,73059.0,2013-08-31,36,1,9,3,13,4,78,1,1063.0,25,4332,0,0.36,0.52
4,4,46734.0,2013-10-21,86,4,3,2,3,6,59,3,223.0,8,4281,0,0.375,0.375
2,5,56253.0,2012-12-07,83,4,7,2,9,6,62,1,597.0,18,4599,0,0.3888888888888889,0.5
2,3,19986.0,2013-11-14,74,1,0,0,3,7,40,1,22.0,3,4257,0,0.0,1.0
2,6,58330.0,2013-12-25,87,1,6,4,13,4,50,1,1022.5,23,4216,0,0.2608695652173913,0.5652173913043478
1,3,25965.0,2012-09-07,29,1,2,0,3,8,45,0,74.0,5,4690,0,0.4,0.6
3,5,14661.0,2013-01-01,88,1,1,0,3,6,69,0,26.0,4,4574,0,0.25,0.75
2,3,18690.0,2012-12-28,77,1,1,1,2,8,66,0,60.0,4,4578,0,0.25,0.5
4,5,45068.0,2013-05-16,25,1,1,0,2,7,51,1,20.0,3,4439,0,0.3333333333333333,0.6666666666666666
1,4,21063.0,2013-09-25,34,2,2,0,3,6,38,1,59.0,5,4307,0,0.4,0.6
4,3,29187.0,2013-05-09,43,1,1,0,3,8,57,1,34.0,4,4446,0,0.25,0.75
0,3,54690.0,2013-11-07,76,3,3,1,5,3,54,2,198.0,9,4264,0,0.3333333333333333,0.5555555555555556
4,3,59304.0,2013-07-29,81,3,7,8,10,5,61,1,1048.0,25,4365,0,0.28,0.4
3,4,59247.0,2013-11-08,87,5,5,2,9,6,63,2,574.0,16,4263,0,0.3125,0.5625
2,6,66731.0,2012-09-12,33,4,4,3,6,3,55,1,911.5,13,4685,0,0.3076923076923077,0.46153846153846156
2,3,77353.0,2013-12-16,38,2,6,4,8,4,45,1,650.0,18,4225,0,0.3333333333333333,0.4444444444444444
4,4,52614.0,2012-12-01,63,2,2,4,8,8,50,1,990.0,14,4605,0,0.14285714285714285,0.5714285714285714
2,3,26751.0,2014-05-22,26,1,1,0,2,8,51,2,11.0,3,4068,0,0.3333333333333333,0.6666666666666666
4,3,81300.0,2012-10-30,17,3,10,3,5,5,62,1,1241.0,18,4637,0,0.5555555555555556,0.2777777777777778
2,4,70337.0,2014-01-02,75,1,2,2,12,1,46,0,576.0,16,4208,0,0.125,0.75
0,3,36145.0,2013-06-16,13,4,4,1,3,9,40,1,172.0,8,4408,0,0.5,0.375
4,4,65295.0,2013-12-23,19,1,3,3,13,2,45,0,635.0,19,4218,0,0.15789473684210525,0.6842105263157895
2,2,68118.0,2013-10-18,51,2,8,9,4,6,62,1,900.5,21,4284,0,0.38095238095238093,0.19047619047619047
2,2,68743.0,2012-08-30,81,1,11,5,13,7,58,0,1913.5,29,4698,0,0.3793103448275862,0.4482758620689655
0,5,41039.0,2013-07-25,32,1,8,1,5,8,43,0,408.5,14,4369,0,0.5714285714285714,0.35714285714285715
2,5,38946.0,2013-10-24,84,2,3,1,6,5,70,1,257.0,10,4278,0,0.3,0.6
2,5,65777.0,2013-12-19,87,1,2,8,6,1,58,0,1146.0,16,4222,0,0.125,0.375
4,2,66476.0,2013-03-07,99,2,5,2,11,4,49,1,689.0,18,4509,0,0.2777777777777778,0.6111111111111112
4,4,86857.0,2012-09-12,96,1,5,6,10,2,53,0,1777.5,21,4685,0,0.23809523809523808,0.47619047619047616
4,3,117416.25,2012-08-04,21,6,0,10,1,0,43,0,651.0,11,4724,0,0.0,0.09090909090909091
4,5,77845.0,2014-05-16,40,1,3,5,12,1,36,0,1346.0,20,4074,0,0.15,0.6
4,5,69476.0,2013-09-30,3,1,4,6,4,2,56,0,1036.0,14,4302,0,0.2857142857142857,0.2857142857142857
4,2,50611.0,2012-10-04,98,6,4,5,7,6,65,1,493.0,16,4663,0,0.25,0.4375
2,4,61209.0,2013-08-25,73,1,5,3,4,2,55,0,957.0,12,4338,0,0.4166666666666667,0.3333333333333333
3,5,42315.0,2013-07-12,90,3,1,4,4,3,67,1,270.0,9,4382,0,0.1111111111111111,0.4444444444444444
1,5,13084.0,2013-11-02,29,1,1,0,3,6,73,0,29.0,4,4269,0,0.25,0.75
3,6,47570.0,2013-05-29,3,3,2,2,2,7,76,2,121.0,6,4426,0,0.3333333333333333,0.3333333333333333
3,3,61923.0,2013-07-26,94,1,2,1,4,3,64,2,126.0,7,4368,0,0.2857142857142857,0.5714285714285714
2,4,34824.0,2014-03-26,65,1,1,0,2,6,30,0,23.0,3,4125,0,0.3333333333333333,0.6666666666666666
4,4,26518.0,2013-04-08,33,3,2,0,3,8,76,2,57.0,5,4477,0,0.4,0.6
2,4,45938.0,2013-11-03,46,2,8,4,6,6,64,0,634.0,18,4268,0,0.4444444444444444,0.3333333333333333
2,5,78468.0,2014-04-09,29,1,10,7,10,4,65,0,1004.0,27,4111,0,0.37037037037037035,0.37037037037037035
2,2,78901.0,2013-09-17,99,3,9,3,5,4,52,1,734.0,17,4315,0,0.5294117647058824,0.29411764705882354
2,3,71427.0,2014-03-12,26,2,8,2,8,4,47,2,572.0,18,4139,0,0.4444444444444444,0.4444444444444444
2,2,71022.0,2014-02-11,30,3,5,2,11,8,47,1,1337.5,18,4168,0,0.2777777777777778,0.6111111111111112
3,4,90247.0,2014-04-29,27,1,3,4,7,1,37,0,1621.0,14,4091,0,0.21428571428571427,0.5
3,2,41335.0,2013-12-26,24,3,4,1,4,7,57,1,187.0,9,4215,0,0.4444444444444444,0.4444444444444444
2,3,71952.0,2013-01-10,93,2,8,4,8,4,39,1,1417.0,20,4565,0,0.4,0.4
4,2,35682.0,2014-06-27,34,1,1,1,3,2,55,1,57.0,5,4032,0,0.2,0.6
2,2,43185.0,2013-04-10,88,2,9,3,6,8,74,1,637.0,18,4475,0,0.5,0.3333333333333333
4,5,66375.0,2013-11-21,96,3,2,4,5,7,77,1,883.5,11,4250,0,0.18181818181818182,0.45454545454545453
3,3,35178.0,2013-01-10,10,1,1,1,2,7,54,1,59.0,4,4565,0,0.25,0.5
2,3,25252.0,2013-07-12,26,1,1,0,2,8,39,1,18.0,3,4382,0,0.3333333333333333,0.6666666666666666
3,4,55250.0,2012-10-21,49,4,7,5,10,5,60,1,903.0,22,4646,0,0.3181818181818182,0.45454545454545453
2,4,33249.0,2013-02-20,11,2,2,1,3,6,50,1,112.0,6,4524,0,0.3333333333333333,0.5
2,5,58398.0,2013-05-14,44,3,5,4,8,4,72,0,596.0,17,4441,0,0.29411764705882354,0.47058823529411764
2,5,50272.0,2013-08-07,75,3,4,1,5,7,43,1,233.0,10,4356,0,0.4,0.5
4,3,76618.0,2012-12-07,64,1,3,2,5,1,50,0,1411.0,10,4599,0,0.3,0.5
0,2,87305.0,2012-09-23,19,1,5,3,8,2,65,0,1095.0,16,4674,0,0.3125,0.5
2,5,25851.0,2013-02-11,45,2,2,0,3,7,47,1,48.0,5,4533,0,0.4,0.6
2,2,58710.0,2013-03-31,77,6,11,5,9,6,55,1,1096.5,25,4485,0,0.44,0.36
2,4,45160.0,2014-03-29,9,1,1,0,2,7,67,2,21.0,3,4122,0,0.3333333333333333,0.6666666666666666
3,3,74806.0,2012-12-19,1,2,5,4,5,4,60,1,965.0,14,4587,0,0.35714285714285715,0.35714285714285715
2,3,59111.0,2013-05-02,90,1,11,1,8,7,71,0,840.5,20,4453,0,0.55,0.4
4,3,18988.0,2014-05-23,43,2,1,0,3,7,41,1,16.0,4,4067,0,0.25,0.75
2,3,72190.0,2013-02-13,79,1,5,6,4,3,60,0,1562.0,15,4531,0,0.3333333333333333,0.26666666666666666
2,3,7500.0,2012-08-01,19,5,4,1,2,9,49,1,71.0,7,4727,0,0.5714285714285714,0.2857142857142857
2,3,44794.0,2014-06-08,99,1,2,0,3,6,59,1,65.0,5,4051,0,0.4,0.6
2,3,80395.0,2013-11-23,62,1,6,5,12,2,70,0,1230.0,23,4248,0,0.2608695652173913,0.5217391304347826
3,2,75012.0,2014-01-25,41,1,3,8,11,1,49,0,898.0,22,4185,0,0.13636363636363635,0.5
3,3,56962.0,2013-10-11,60,6,6,3,5,7,60,3,411.0,14,4291,0,0.42857142857142855,0.35714285714285715
2,5,89891.0,2013-04-15,17,1,11,6,8,4,34,0,779.5,25,4470,0,0.44,0.32
4,2,35946.0,2013-09-27,24,1,0,0,3,5,76,2,11.0,3,4305,0,0.0,1.0
4,5,53593.0,2012-08-07,60,6,7,2,6,8,72,2,480.0,15,4721,0,0.4666666666666667,0.4
2,3,66373.0,2013-06-12,57,6,4,2,10,3,47,2,606.0,16,4412,0,0.25,0.625
4,2,45072.0,2013-10-16,74,5,6,1,4,8,77,3,284.0,11,4286,0,0.5454545454545454,0.36363636363636365
2,2,89694.0,2013-10-09,22,3,4,3,4,5,52,2,1472.0,11,4293,0,0.36363636363636365,0.36363636363636365
2,3,72025.0,2014-04-29,46,1,4,8,13,2,76,0,1616.0,25,4091,0,0.16,0.52
2,3,67432.0,2013-03-29,69,2,8,5,4,4,52,1,1180.0,17,4487,0,0.47058823529411764,0.23529411764705882
3,5,70545.0,2014-06-03,29,1,4,1,7,2,73,1,334.0,12,4056,0,0.3333333333333333,0.5833333333333334
1,3,17487.0,2013-03-18,37,1,1,0,2,7,36,1,18.0,3,4498,0,0.3333333333333333,0.6666666666666666
2,5,62882.0,2012-08-09,26,2,7,5,6,4,56,1,1286.0,18,4719,0,0.3888888888888889,0.3333333333333333
4,4,64108.0,2013-03-23,8,4,6,9,11,5,72,1,1099.0,26,4493,0,0.23076923076923078,0.4230769230769231
3,5,34941.0,2013-03-06,26,2,3,0,3,8,69,2,97.0,6,4510,0,0.5,0.5
4,4,48767.0,2014-01-01,79,3,2,1,3,5,75,3,63.0,6,4209,0,0.3333333333333333,0.5
0,5,38702.0,2013-08-01,71,2,3,0,4,6,47,1,109.0,7,4362,0,0.42857142857142855,0.5714285714285714
2,3,82224.0,2014-01-25,83,1,6,9,5,3,61,0,884.5,20,4185,0,0.3,0.25
2,5,83844.0,2013-05-12,57,1,4,4,11,1,73,0,1509.5,19,4443,0,0.21052631578947367,0.5789473684210527
0,3,17003.0,2013-12-09,37,3,2,0,4,5,50,1,38.0,6,4232,0,0.3333333333333333,0.6666666666666666
2,4,71163.0,2014-03-09,30,1,3,8,12,1,30,0,917.5,23,4142,0,0.13043478260869565,0.5217391304347826
2,4,33697.0,2013-09-15,34,1,1,0,2,7,55,1,28.0,3,4317,0,0.3333333333333333,0.6666666666666666
0,3,63564.0,2014-01-29,0,1,10,10,7,6,71,0,1215.0,27,4181,0,0.37037037037037035,0.25925925925925924
4,5,83443.0,2013-12-31,89,1,6,10,5,2,53,0,1311.0,21,4210,0,0.2857142857142857,0.23809523809523808
4,5,51518.0,2013-10-03,92,2,3,2,10,3,67,1,449.0,15,4299,0,0.2,0.6666666666666666
2,6,58330.0,2013-12-25,87,1,6,4,13,4,50,1,1022.5,23,4216,0,0.2608695652173913,0.5652173913043478
2,3,80952.0,2013-02-28,20,1,8,5,11,8,56,0,1527.0,24,4516,0,0.3333333333333333,0.4583333333333333
2,5,75507.0,2014-05-02,56,1,8,6,6,3,46,0,1428.0,20,4088,0,0.4,0.3
0,5,63855.0,2013-02-09,28,1,7,3,13,4,47,0,971.0,23,4535,0,0.30434782608695654,0.5652173913043478
4,5,62220.0,2012-08-11,55,5,7,6,5,6,53,1,1226.0,18,4717,0,0.3888888888888889,0.2777777777777778
2,3,58512.0,2013-09-19,25,5,3,4,8,8,61,1,1145.5,15,4313,0,0.2,0.5333333333333333
3,3,40662.0,2013-03-15,0,2,2,1,3,4,46,1,92.0,6,4501,0,0.3333333333333333,0.5
4,3,38829.0,2014-04-06,86,1,3,2,2,5,66,1,99.0,7,4114,0,0.42857142857142855,0.2857142857142857
0,3,35523.0,2013-10-03,8,2,3,0,3,7,44,1,66.0,6,4299,0,0.5,0.5
2,4,79146.0,2014-04-24,33,2,8,1,8,6,58,2,564.0,17,4096,0,0.47058823529411764,0.47058823529411764
3,3,78285.0,2013-10-28,13,1,6,4,10,3,37,0,1346.5,20,4274,0,0.3,0.5
4,4,31626.0,2013-05-10,12,1,2,1,2,7,47,1,86.0,5,4445,0,0.4,0.4
2,4,75127.0,2014-05-22,92,1,2,10,5,1,73,0,732.5,17,4068,0,0.11764705882352941,0.29411764705882354
2,3,48726.0,2013-04-27,90,3,3,2,4,6,70,1,242.0,9,4458,0,0.3333333333333333,0.4444444444444444
2,3,74985.0,2012-09-11,8,1,3,6,7,2,48,0,1400.5,16,4686,0,0.1875,0.4375
2,5,67430.0,2012-09-05,6,1,11,5,12,6,38,0,1289.5,28,4692,0,0.39285714285714285,0.42857142857142855
0,3,46891.0,2013-09-01,91,1,2,1,4,4,60,1,183.0,7,4331,0,0.2857142857142857,0.5714285714285714
3,3,62058.0,2013-05-26,52,4,6,1,7,6,69,1,450.0,14,4429,0,0.42857142857142855,0.5
2,3,72063.0,2013-07-03,3,2,5,2,12,2,46,1,758.0,19,4391,0,0.2631578947368421,0.631578947368421
4,3,78939.0,2013-12-12,57,1,8,5,6,3,74,0,1365.0,19,4229,0,0.42105263157894735,0.3157894736842105
2,4,42720.0,2013-04-24,9,6,7,3,7,8,60,2,654.0,17,4461,0,0.4117647058823529,0.4117647058823529
2,3,33622.0,2013-04-13,22,3,2,0,4,7,53,2,81.0,6,4472,0,0.3333333333333333,0.6666666666666666
4,5,6835.0,2012-12-08,76,0,0,0,1,13,68,1,137.0,1,4598,0,0.0,1.0
2,5,41452.0,2013-03-06,86,1,1,0,2,7,72,2,16.0,3,4510,0,0.3333333333333333,0.6666666666666666
4,4,40760.0,2013-08-30,64,2,2,1,3,6,60,1,93.0,6,4333,0,0.3333333333333333,0.5
4,5,74250.0,2014-01-26,90,1,2,10,4,1,67,0,1158.0,16,4184,0,0.125,0.25
3,4,51124.0,2013-12-18,79,2,1,0,3,3,70,2,43.0,4,4223,0,0.25,0.75
2,4,72258.0,2013-09-12,28,2,6,9,5,2,54,1,1372.0,20,4320,0,0.3,0.25
4,4,71466.0,2014-04-05,86,1,4,4,10,1,51,0,1129.0,18,4115,0,0.2222222222222222,0.5555555555555556
2,5,36283.0,2014-04-14,42,2,1,0,3,4,49,2,29.0,4,4106,0,0.25,0.75
2,4,20587.0,2014-05-11,39,1,1,1,2,7,55,1,25.0,4,4079,0,0.25,0.5
2,3,30467.0,2014-03-19,8,1,1,0,2,7,53,1,24.0,3,4132,0,0.3333333333333333,0.6666666666666666
2,5,31590.0,2013-06-18,40,1,1,0,3,8,53,1,38.0,4,4406,0,0.25,0.75
1,3,20425.0,2012-10-29,5,2,2,0,3,7,39,1,57.0,5,4638,0,0.4,0.6
3,5,17144.0,2014-02-15,96,5,3,0,4,7,65,2,47.0,7,4164,0,0.42857142857142855,0.5714285714285714
4,2,42564.0,2013-01-02,28,6,6,8,4,7,57,1,741.5,18,4573,0,0.3333333333333333,0.2222222222222222
3,3,43783.0,2014-05-29,22,6,7,1,8,7,47,1,616.5,16,4061,0,0.4375,0.5
2,2,40780.0,2012-09-08,30,4,7,1,5,9,49,1,377.0,13,4689,0,0.5384615384615384,0.38461538461538464
3,5,62847.0,2013-01-15,45,1,3,6,4,2,80,0,1375.0,13,4560,0,0.23076923076923078,0.3076923076923077
4,3,82017.0,2012-11-07,58,1,5,4,7,2,68,0,729.0,16,4629,0,0.3125,0.4375
2,4,16813.0,2013-07-19,49,1,2,0,3,7,75,0,50.0,5,4375,0,0.4,0.6
2,3,51267.0,2013-10-29,37,4,3,3,5,4,47,2,270.0,11,4273,0,0.2727272727272727,0.45454545454545453
2,4,46524.0,2013-04-05,70,2,1,1,5,3,64,1,177.0,7,4480,0,0.14285714285714285,0.7142857142857143
3,4,45183.0,2013-01-20,33,1,4,1,7,7,63,0,315.0,12,4555,0,0.3333333333333333,0.5833333333333334
4,3,70421.0,2014-06-28,98,3,10,3,7,6,71,1,767.0,20,4031,0,0.5,0.35
0,2,60161.0,2012-10-23,17,3,11,4,8,8,60,1,1020.5,23,4644,0,0.4782608695652174,0.34782608695652173
2,5,73926.0,2013-03-02,54,1,6,5,12,3,52,0,1480.5,23,4514,0,0.2608695652173913,0.5217391304347826
2,3,19329.0,2013-12-14,39,3,4,0,3,8,57,1,60.0,7,4227,0,0.5714285714285714,0.42857142857142855
3,3,61872.0,2013-12-13,81,4,4,4,9,4,55,1,573.0,17,4228,0,0.23529411764705882,0.5294117647058824
2,6,46984.0,2013-03-26,71,1,1,0,3,5,69,2,41.0,4,4490,0,0.25,0.75
2,3,34838.0,2013-01-19,62,3,2,1,4,6,74,2,170.0,7,4556,0,0.2857142857142857,0.5714285714285714
4,4,82716.0,2013-11-05,8,1,6,8,13,2,81,0,1033.0,27,4266,0,0.2222222222222222,0.48148148148148145
2,3,48192.0,2013-04-06,76,3,2,8,12,8,67,0,1493.5,22,4479,0,0.09090909090909091,0.5454545454545454
